Simulation Results from reaction file: /Users/blink/Documents/Teaching/ Coursework_2025-2026/Chem_3530_2026/Kinetiscope/MM1.rxn
The simulation was run on Saturday, 7 February 2026 15:22:14 AST
This table was created on Saturday, 7 February 2026 15:22:32 AST
--------------------------------------

           Data           Time              E             ES              P              S              
          Point            sec     mole/liter     mole/liter     mole/liter     mole/liter              
              
            325      40.633946    1.00001e-06              0    0.036077361    0.063922639              
            326      40.763783    1.00001e-06              0    0.036177362    0.063822638              
            327      40.892342    1.00001e-06              0    0.036290363    0.063709637              
            328      41.021246    1.00001e-06              0    0.036403364    0.063596636              
            329      41.148866    1.00001e-06              0    0.036509365    0.063490635              
            330      41.277242    1.00001e-06              0    0.036620366    0.063379634              
            331      41.406892    1.00001e-06              0    0.036733367    0.063266633              
            332      41.534653    1.00001e-06              0    0.036834368    0.063165632              
            333      41.663137    1.00001e-06              0    0.036946369    0.063053631              
            334      41.790062    1.00001e-06              0    0.037064371    0.062935629              
            335      41.917924    1.00001e-06              0    0.037169372    0.062830628              
            336      42.047943    1.00001e-06              0    0.037270373    0.062729627              
            337      42.178699    1.00001e-06              0    0.037380374    0.062619626              
            338      42.307067    1.00001e-06              0    0.037497375    0.062502625              
            339      42.434798    1.00001e-06              0    0.037611376    0.062388624              
            340      42.564629    1.00001e-06              0    0.037738377    0.062261623              
            341      42.694722    1.00001e-06              0    0.037836378    0.062163622              
            342      42.824473    1.00001e-06              0    0.037937379    0.062062621              
            343      42.953696    1.00001e-06              0     0.03803938     0.06196062              
            344      43.083722    1.00001e-06              0    0.038163382    0.061836618              
            345      43.213671    1.00001e-06              0    0.038282383    0.061717617              
            346      43.344925    1.00001e-06              0    0.038375384    0.061624616              
            347      43.473999    1.00001e-06              0    0.038480385    0.061519615              
            348      43.604934    1.00001e-06              0    0.038578386    0.061421614              
            349      43.734697    1.00001e-06              0    0.038698387    0.061301613              
            350      43.864821    1.00001e-06              0    0.038796388    0.061203612              
            351      43.993546    1.00001e-06              0    0.038915389    0.061084611              
            352      44.121551    1.00001e-06              0     0.03900939     0.06099061              
            353      44.251049    1.00001e-06              0    0.039122391    0.060877609              
            354      44.381149    1.00001e-06              0    0.039241392    0.060758608              
            355      44.511047    1.00001e-06              0    0.039361394    0.060638606              
            356      44.640736    1.00001e-06              0    0.039480395    0.060519605              
            357      44.770327    1.00001e-06              0    0.039593396    0.060406604              
            358      44.901065    1.00001e-06              0    0.039709397    0.060290603              
            359      45.030955    1.00001e-06              0    0.039820398    0.060179602              
            360       45.16101    1.00001e-06              0    0.039930399    0.060069601              
            361      45.289757    1.00001e-06              0    0.040052401    0.059947599              
            362      45.420205    1.00001e-06              0    0.040154402    0.059845598              
            363      45.549841    1.00001e-06              0    0.040279403    0.059720597              
            364      45.682144    1.00001e-06              0    0.040395404    0.059604596              
            365      45.814008    1.00001e-06              0    0.040510405    0.059489595              
            366      45.944613    1.00001e-06              0    0.040604406    0.059395594              
            367      46.073864    1.00001e-06              0    0.040710407    0.059289593              
            368      46.203704    1.00001e-06              0    0.040832408    0.059167592              
            369      46.334395    1.00001e-06              0    0.040938409    0.059061591              
            370      46.463803    1.00001e-06              0     0.04104441     0.05895559              
            371      46.594406    1.00001e-06              0    0.041170412    0.058829588              
            372      46.726768    1.00001e-06              0    0.041297413    0.058702587              
            373      46.855996    1.00001e-06              0    0.041410414    0.058589586              
            374      46.985093    1.00001e-06              0    0.041500415    0.058499585              
            375      47.116721    1.00001e-06              0    0.041605416    0.058394584              
            376      47.246816    1.00001e-06              0    0.041725417    0.058274583              
            377      47.378377    1.00001e-06              0    0.041833418    0.058166582              
            378      47.510957    1.00001e-06              0    0.041939419    0.058060581              
            379      47.640176    1.00001e-06              0     0.04203242     0.05796758              
            380      47.771767    1.00001e-06              0    0.042135421    0.057864579              
            381      47.904108    1.00001e-06              0    0.042236422    0.057763578              
            382      48.035344    1.00001e-06              0    0.042361424    0.057638576              
            383      48.167781    1.00001e-06              0    0.042477425    0.057522575              
            384      48.300804    1.00001e-06              0    0.042586426    0.057413574              
            385      48.431213    1.00001e-06              0    0.042699427    0.057300573              
            386      48.561383    1.00001e-06              0    0.042817428    0.057182572              
            387      48.690656    1.00001e-06              0    0.042930429    0.057069571              
            388      48.821487    1.00001e-06              0     0.04303643     0.05696357              
            389       48.95235    1.00001e-06              0    0.043138431    0.056861569              
            390      49.083265    1.00001e-06              0    0.043253433    0.056746567              
            391      49.217364    1.00001e-06              0    0.043371434    0.056628566              
            392       49.34763    1.00001e-06              0    0.043486435    0.056513565              
            393      49.479623    1.00001e-06              0    0.043595436    0.056404564              
            394      49.611426    1.00001e-06              0    0.043702437    0.056297563              
            395      49.742491    1.00001e-06              0    0.043792438    0.056207562              
            396      49.876231    1.00001e-06              0    0.043903439    0.056096561              
            397      50.007556    1.00001e-06              0     0.04401244     0.05598756              
            398      50.137822    1.00001e-06              0    0.044114441    0.055885559              
            399      50.269235    1.00001e-06              0    0.044215442    0.055784558              
            400      50.399673    1.00001e-06              0    0.044325443    0.055674557              
            401      50.531318    1.00001e-06              0    0.044433444    0.055566556              
            402      50.662197    1.00001e-06              0    0.044558446    0.055441554              
            403      50.794713    1.00001e-06              0    0.044673447    0.055326553              
            404       50.92542    1.00001e-06              0    0.044773448    0.055226552              
            405      51.055467    1.00001e-06              0    0.044883449    0.055116551              
            406      51.188484    1.00001e-06              0     0.04498545     0.05501455              
            407      51.319345    1.00001e-06              0    0.045078451    0.054921549              
            408       51.45224    1.00001e-06              0    0.045175452    0.054824548              
            409      51.583733    1.00001e-06              0    0.045289453    0.054710547              
            410      51.714535    1.00001e-06              0    0.045401454    0.054598546              
            411      51.847666    1.00001e-06              0    0.045510455    0.054489545              
            412      51.979283    1.00001e-06              0    0.045616456    0.054383544              
            413      52.112162    1.00001e-06              0    0.045722457    0.054277543              
            414      52.245833    1.00001e-06              0    0.045814458    0.054185542              
            415       52.37794    1.00001e-06              0    0.045927459    0.054072541              
            416      52.509358    1.00001e-06              0     0.04604946    0.053950539              
            417      52.639951    1.00001e-06              0    0.046168462    0.053831538              
